requestedBillingNumber,requestedLineNumber,requestedServiceChargeAmount,requestedServiceNumber
358,106546,2364.5233,7362
358,129546,4822.2055,11384
359,1617,980.0604,9884
359,3477,2666.1524,12920
359,7027,1905.6351,8795
359,15350,3586.5046,8403
359,17960,2944.1911,7890
359,20963,1961.3638,12891
359,22617,1323.8655,11391
359,28027,1131.3833,12704
359,36350,2866.0979,13813
359,41963,2202.4718,9606
359,43617,3738.5193,8633
359,54169,4834.9572,13073
359,62963,4725.1485,12806
359,64617,3869.7984,7473
359,78350,1432.0606,8644
359,85617,3352.2028,10048
359,101960,2110.6604,10641
359,106617,3408.6827,12764
359,125963,280.4931,12763
359,129617,3944.3885,9486
360,2129,4356.9671,10765
360,3014,2167.5725,11719
360,8756,2103.2374,13833
360,12591,2209.5198,9990
360,15604,1165.0496,14468
360,29756,436.1889,13015
360,36604,2397.6629,13323
360,44129,4816.8174,10235
360,54591,375.6117,10278
360,65129,2309.6837,12311
360,78604,3122.9187,14269
360,86129,3842.9681,11100
360,107129,976.5651,9594
360,130129,4975.2766,9952
361,122,4532.2232,7993
361,3353,4994.9318,8142
361,6850,4111.3517,11590
361,11865,3811.0836,7805
361,15208,4137.0215,10711
361,17853,4904.2165,8165
361,21122,4398.6853,12588
361,27850,3657.9077,8174
361,36208,4994.2086,7778
361,42122,3978.2791,10902
361,53865,403.1197,12651
361,63122,1304.4805,10102
361,84122,1045.6092,13965
361,101853,4668.7612,13894
361,126122,3547.4891,10009
362,903,3330.4575,10077
362,7179,4752.2468,7876
362,11046,4180.1410,9262
362,17712,3500.6504,13247
362,21903,1602.2495,14637
362,28179,3739.5744,10625
362,42903,1727.9498,13934
362,78779,596.2360,8061
362,84903,1247.9743,8629
362,101712,4767.9297,9732
362,105903,2990.5130,12547
362,126903,390.9333,12832
362,127903,3391.4273,13559
362,128903,3917.9442,8079
363,11429,4337.0262,13669
363,16173,959.0666,13603
363,17649,4623.9508,14212
363,22554,2044.4051,12521
363,37173,1658.6711,10520
363,43554,1232.9204,10337
363,53429,1815.5685,11310
363,64554,4252.0080,12247
363,79173,2592.1868,7848
363,85554,2731.8612,8239
363,101649,1710.9271,12399
363,129554,2373.6596,11243
364,658,4153.8650,13469
364,3386,4219.0585,12975
364,8182,504.1696,12157
364,15526,3590.8891,11418
364,17608,2215.6470,12053
364,29182,202.4407,8540
364,36526,2897.2959,14518
364,52376,2047.6718,14023
364,63658,2120.7581,8515
364,78526,3196.5517,11085
364,84658,2624.8075,13088
364,101608,4427.2524,12345
364,105658,2789.2841,14286
364,126658,1052.1510,10904
364,127658,4579.1744,9687
364,128658,3850.8254,10108
365,1045,879.4395,10797
365,3073,246.1245,7835
365,12310,350.3467,14420
365,15447,3885.6737,9633
365,18869,3497.9984,14539
365,22045,1666.3608,13842
365,28032,3340.2348,14191
365,36447,1600.9287,13410
365,43045,2407.7690,12038
365,64045,3190.3959,9967
365,78447,2688.8375,8585
365,85045,1487.2887,9362
365,102869,1782.3422,14143
365,106045,4332.8182,13122
365,129045,4372.9068,10475
366,1132,1647.9598,7405
366,3178,4482.7885,13066
366,9361,4671.1421,8839
366,13862,3989.6981,8771
366,17633,863.8643,12055
366,22132,4888.0661,12100
366,30361,968.9117,14562
366,34862,3012.4466,14185
366,43132,2609.0716,14667
366,101633,2015.5200,13431
366,106132,298.4364,14443
366,129132,2199.0732,7730
367,1051,3781.5706,8340
367,3003,3464.0099,8041
367,14078,1683.0253,9305
367,22051,1587.9840,12789
367,28250,3465.4740,10419
367,43051,2572.4031,10035
367,52510,3326.1783,11759
367,64051,3325.3892,11988
367,77078,2700.8340,8908
367,106051,2249.7115,11096
367,129051,376.8855,11542
368,1142,3000.6691,7920
368,3107,3389.8359,7906
368,10242,4449.3948,10393
368,17905,2458.7478,7675
368,22142,658.9661,9828
368,28382,552.8413,13054
368,34869,3653.9175,13768
368,43142,2730.9792,7875
368,52242,630.6855,12446
368,64142,4759.2276,10263
368,76869,1952.3289,9241
368,85142,2170.9811,8328
368,106142,3789.5624,12011
368,129142,2182.3079,13444
369,240,3034.1049,13840
369,4624,2509.3575,10825
369,9195,4211.8586,10676
369,11824,873.7390,14141
369,14766,1225.0667,12425
369,17996,3029.4431,8832
369,21240,3876.6195,14545
369,35766,1095.4348,8665
369,42240,2710.5860,12987
369,84240,2212.4261,9244
369,101996,4021.5540,12229
369,127240,2959.8027,13257
369,128240,1645.1881,10295
370,1130,1811.9919,11087
370,6845,1771.8503,9032
370,10446,2554.7149,11508
370,14891,2080.1485,9007
370,22130,4710.3838,12022
370,27845,3168.1883,9776
370,35891,2365.6927,12835
370,43130,1912.7473,11575
370,52446,220.1876,14391
370,64130,1596.2597,14170
370,77891,2521.6685,11216
370,85130,1208.0639,13717
370,129130,4266.1295,13983
371,3459,2293.7850,12660
371,11268,4828.7317,14554
371,14996,628.3189,7394
371,17707,1641.1927,11688
371,24794,3377.1542,11989
371,27945,1114.7550,8876
371,45794,427.2175,11031
371,53268,553.2033,12795
371,77996,2299.2158,13693
371,87794,2156.1595,9400
371,101707,3696.7142,14263
371,108794,4174.6560,10816
372,3932,1566.3209,11432
372,8740,1388.6315,9343
372,11695,2751.1125,13565
372,13982,4828.4025,12177
372,22349,3866.4777,13331
372,34982,757.0196,12295
372,43349,2169.8888,12024
372,53695,4563.7998,12285
372,64349,3599.0046,9347
372,85349,4706.8069,14166
372,101878,2065.8057,9748
372,106349,4635.0092,13399
373,1278,2033.3141,11650
373,3100,3564.3127,14606
373,7538,1348.4623,12477
373,14206,1866.0239,11844
373,22278,879.8253,11263
373,28538,4320.2158,10167
373,35206,3690.2280,9376
373,77206,4926.1829,10435
373,85278,2973.9353,13105
373,102516,2781.4248,13106
373,106278,1260.5194,7701
373,129278,2409.7985,10618
374,1832,3170.3798,13393
374,8389,3032.2774,9164
374,11947,3794.6599,13897
374,14715,2629.7505,12930
374,22832,233.0333,10565
374,29389,3567.7118,11567
374,35715,1629.1107,7596
374,43832,468.9194,14285
374,53947,4921.9973,8747
374,77715,1781.4980,9985
374,85832,1344.4407,11240
374,103074,1153.0505,8233
374,106832,2796.6504,13588
374,129832,4865.3676,13425
375,7578,4333.1657,11265
375,10462,2486.8909,11647
375,16328,3459.3653,9774
375,17496,3594.0072,11801
375,28578,3394.6933,11191
375,37328,1404.0997,13646
375,42419,578.6302,9680
375,52462,3980.4597,12732
375,63419,1658.2474,9850
375,84419,3483.6592,10643
375,101496,1547.7556,11244
375,128419,3088.0399,8082
376,562,3033.8436,8074
376,5392,769.7846,8230
376,7157,2725.9832,10425
376,11542,2806.5889,11305
376,17601,1419.9240,12885
376,21562,1870.8944,13259
376,28157,3824.7358,12554
376,34819,2207.2423,8580
376,42562,2871.2673,12443
376,63562,3177.1429,13310
376,76819,2088.8246,8504
376,84562,921.2621,13856
376,105562,2157.7907,11321
376,126562,4742.4843,13541
376,127562,3845.7946,8148
377,876,1541.6957,7631
377,8489,2439.7914,12206
377,11870,3192.0385,14416
377,17963,4366.9211,11645
377,21876,3163.5321,12490
377,29489,4086.5492,7433
377,36151,4135.7283,13448
377,63876,2751.5199,12118
377,84876,3084.5703,9317
377,101963,1018.8913,11694
377,105876,323.1078,9717
377,126876,3281.1765,12301
377,127876,2963.1780,7656
378,375,1717.1199,8155
378,3804,2715.8147,9443
378,7285,4840.3587,14110
378,11257,496.2846,12750
378,17976,668.4957,14517
378,28285,3675.0504,12164
378,53257,4123.6886,13443
378,63375,1572.5294,9505
378,79130,849.1144,8003
378,84375,1293.7898,12931
378,126375,1620.0681,13457
378,127375,3591.1477,8793
378,128375,945.4541,13865
379,2247,2452.5719,12858
379,4563,2163.5387,14226
379,7429,4035.1822,12998
379,12387,3024.8802,8095
379,13794,3227.1622,9058
379,18387,4553.9890,7804
379,23247,712.1979,11787
379,28429,3902.1541,11280
379,34794,3849.6800,9766
379,44247,624.7568,12723
379,54387,4181.1312,11211
379,65247,3226.5016,13194
379,86247,3768.6910,11996
379,102387,1317.2754,8449
379,130247,255.3264,13501
380,6632,218.1092,11026
380,10410,2699.4689,14103
380,21280,2015.7084,7438
380,27632,3322.8113,14572
380,42280,3884.0372,10293
380,52410,3504.5556,13282
380,76798,2240.1608,8861
380,84280,3553.1476,8094
380,105280,1639.2817,8358
380,126280,2248.4144,11337
380,127280,1314.1697,10135
380,128280,2899.8210,10485
381,1621,2262.9801,10308
381,7744,4241.6103,9917
381,10896,769.1342,13463
381,13919,3803.0966,13178
381,22621,1394.7529,8872
381,28744,456.7764,11652
381,34919,3133.7449,13531
381,43621,359.6156,12517
381,76919,3867.6124,10598
381,101422,4782.1741,11196
381,106621,1034.2499,11720
381,129621,2031.9365,13686
382,3200,4182.5672,8865
382,9819,871.0082,13028
382,10574,3896.7044,9326
382,16685,1164.6561,11802
382,21038,2196.6591,13935
382,30819,2409.7291,14680
382,42038,3781.8201,10591
382,52574,2798.6397,13547
382,63038,1404.8953,10095
382,79685,913.5725,13480
382,84038,4964.1975,11799
382,101508,2052.1241,9554
382,105038,4577.0918,11664
382,126038,1943.6469,10732
382,127038,2768.3867,10242
383,2995,1483.4631,13113
383,3793,586.7484,8974
383,10700,2474.6745,12159
383,17622,4348.0917,12912
383,27608,282.5284,13867
383,52700,4112.9047,10238
383,65995,258.2797,10299
383,76898,4672.7331,9713
383,86995,1839.4555,10836
383,101622,3216.8793,11580
383,107995,594.5862,10049
384,471,4978.1170,12431
384,3874,2280.8510,8702
384,7189,215.7658,13195
384,14514,2533.2112,13198
384,18800,4281.5708,7715
384,21471,2727.5772,12871
384,28189,4665.0577,9308
384,42471,4659.0893,12484
384,77514,2475.8556,10119
384,84471,1929.5167,7717
384,102800,632.6452,8283
384,105471,2501.4277,8628
384,126471,2165.2115,11826
384,127471,3640.6089,9015
385,468,1612.9180,13256
385,3248,3975.3097,11149
385,7230,4922.7088,10724
385,11533,3349.9428,13851
385,17919,3235.8339,12956
385,21468,441.1401,8083
385,28230,4459.4778,12197
385,34951,4447.9622,11657
385,42468,3813.6312,8122
385,53533,2807.8675,9370
385,63468,2660.9939,9939
385,84468,698.5871,9283
385,101919,3175.7482,10245
385,105468,4876.9263,13260
385,126468,3828.9499,8158
385,127468,536.1978,10395
385,128468,3672.7591,7949
386,1276,3952.4703,7633
386,3525,2142.0741,10669
386,8455,4519.9387,8835
386,29455,4300.6080,11579
386,43276,1635.3099,14294
386,64276,2117.3956,10854
386,77184,3725.5216,9614
386,85276,4864.0128,10368
386,129276,3553.7071,12260
387,1434,3882.2683,12388
387,8531,4247.6534,11153
387,11308,3706.7354,13068
387,13790,4351.0831,10284
387,17424,4998.5962,13976
387,22434,1747.8224,9547
387,29531,4878.3819,9861
387,43434,4437.2056,10306
387,53308,1571.9808,14229
387,64434,2036.3633,11852
387,85434,513.3007,10236
387,106434,3642.9553,8229
388,4076,3516.9683,7825
388,9313,639.2843,13764
388,14540,912.2347,11056
388,21129,1718.2571,7764
388,56061,3842.9328,7593
388,63129,3642.4920,11102
388,77540,2443.3190,9187
388,84129,2928.4055,12524
388,101546,1766.7048,8618
388,105129,4523.1021,8530
388,126129,1347.1648,10890
388,127129,1357.1957,12734
388,128129,2416.2450,14383
389,3129,4393.1809,8271
389,10632,2865.1380,7704
389,21182,1383.7779,13784
389,27647,1062.1459,9296
389,35852,1214.7289,14127
389,52632,4146.3812,13944
389,63182,1224.3623,8703
389,77852,3735.5511,11132
389,84182,2114.5336,12308
389,101479,3837.4555,12676
389,127182,992.2919,12661
390,4993,218.0025,9584
390,6610,2758.8970,13585
390,13839,4130.2936,14455
390,18854,1565.4891,9258
390,23487,1696.3804,11747
390,27610,1806.6276,9463
390,44487,2644.9778,13511
390,130487,4653.6409,9639
391,340,4670.8258,8741
391,6849,4869.1363,11106
391,17507,1573.0322,13741
391,21340,2979.9551,7396
391,27849,1289.0215,9442
391,34908,2921.6325,12665
391,42340,2450.9171,13797
391,101507,2414.3700,14544
391,126340,4700.8124,8084
391,128340,1486.9451,12041
392,1304,3905.1796,7953
392,3305,1060.8802,14463
392,7771,2202.1245,9033
392,13843,4912.4092,8800
392,18810,712.6261,10431
392,22304,3385.3485,9695
392,28771,434.8251,11876
392,43304,2945.6862,7776
392,64304,619.3665,11974
392,85304,1677.9841,8037
392,102810,2284.2486,8139
392,106304,4703.0505,13395
392,129304,3813.6808,12779
393,843,1584.7650,12896
393,4897,586.7621,7498
393,7948,251.4419,9025
393,10572,1994.7664,9666
393,17499,256.1331,7677
393,17931,931.5404,11232
393,21843,1066.4619,7518
393,38931,2059.6910,7910
393,42843,2830.1009,11402
393,63843,1904.6085,13888
393,80931,614.3807,12591
393,84843,1736.4613,9327
393,101499,1513.3273,13312
393,105843,2741.4996,10221
393,126843,1825.5975,11683
393,127843,890.7306,13108
394,1790,2209.5142,14578
394,10968,4889.3206,8459
394,17406,2804.2785,7390
394,22790,2041.4484,11705
394,27846,4471.2536,8794
394,43790,3052.6227,12798
394,64790,273.8921,11806
394,77779,3797.2995,14410
394,85790,4381.1091,9375
394,101406,3210.1224,11140
394,106790,1815.7428,12941
394,129790,1045.7824,13029
395,1844,1721.7569,8766
395,9568,3449.6196,12820
395,11512,4489.1681,11604
395,14329,484.6098,10443
395,17833,3093.6959,11865
395,30568,2038.3889,9472
395,35329,539.5135,10059
395,43844,2643.6155,9477
395,53512,1044.8001,12837
395,77329,3308.1082,11018
395,85844,3966.3050,10664
395,101833,3117.7326,14674
395,129844,1086.5803,10658
396,4621,2938.7025,13931
396,15737,884.4525,8605
396,18138,4277.7018,14393
396,22533,4851.7330,13420
396,36737,2772.4561,7583
396,43533,4039.1276,10717
396,52494,894.9672,8145
396,64533,2907.1097,12632
396,78737,2357.6887,12321
396,85533,1783.2652,13045
396,106533,3791.2505,12991
397,613,2725.0685,11951
397,3518,3869.1041,9373
397,13646,1407.3725,10884
397,15518,4298.3367,14095
397,17684,1338.5065,8946
397,21613,494.4428,8244
397,42613,1512.5901,13910
397,55646,1938.1359,7702
397,63613,3150.6984,11148
397,84613,2935.9362,9791
397,105613,411.8872,11070
397,126613,839.5358,8916
397,127613,3637.0926,7918
398,796,3119.4178,11658
398,7159,4426.9735,11660
398,14412,355.0815,14011
398,17706,4575.7908,12106
398,28159,1579.2797,7360
398,42796,1128.2666,12527
398,53374,3888.2956,7508
398,63796,1459.6202,10090
398,77412,3956.6216,8710
398,105796,1408.2460,10093
398,126796,3673.3465,13685
398,127796,804.6980,11248
398,128796,2285.5566,9060
399,3015,2779.1483,10070
399,11068,1968.5999,7939
399,13876,2039.7230,12519
399,20678,1933.6441,8088
399,21999,1298.0770,8901
399,34876,3035.7888,13350
399,52325,1216.3601,7986
399,63999,3987.6355,10548
399,84999,4138.4488,7889
399,126999,3661.0540,8802
399,127999,1553.9359,11505
399,128999,3041.9546,14346
400,690,266.5092,11083
400,8046,410.1064,11626
400,15078,1668.9498,8914
400,36078,4424.9261,9664
400,52774,4622.3419,12880
400,84690,319.0998,12799
401,27844,2438.0771,14017
401,35407,2229.6851,13981
401,42406,4730.7937,10142
401,52366,286.7185,14694
401,63406,2506.7784,12231
401,77407,335.5688,8172
401,84406,1530.9812,14174
401,102768,704.4439,11479
401,126406,1558.6696,13392
401,127406,4715.6998,7589
402,141,3312.6877,12287
402,10244,3172.4412,14008
402,14264,3431.7442,8926
402,21141,4367.7767,8289
402,27622,2365.5729,9405
402,35264,3262.3519,10252
402,42141,3234.3766,10402
402,63141,4785.2894,11655
402,77264,2877.2084,10695
402,105141,617.2141,8850
402,127141,1498.3653,7977
403,7686,1137.6277,11386
403,12851,2340.6573,14475
403,17805,2066.8916,12209
403,28686,743.1838,10396
403,35692,3410.6248,9971
403,42680,269.5148,13601
403,63680,934.9167,9367
403,77692,569.2986,14622
403,101805,4931.1890,7964
403,105680,4542.4158,11333
403,128680,4345.2254,10517
404,557,1477.4313,11311
404,28089,1455.4683,13743
404,42557,1690.7505,11553
404,52260,1683.7283,9956
404,63557,3059.3905,13107
404,84557,3791.0993,13726
404,105557,4595.1517,14649
404,128557,1875.4746,12540
405,476,1524.2543,8276
405,18872,942.8957,7796
405,28234,4722.4406,9290
405,42476,805.4042,12743
405,76875,2644.8030,8937
405,84476,656.3180,12980
405,102872,1642.7944,12336
405,128476,1608.1605,11704
406,3415,1052.8731,7887
406,4456,4813.6511,13988
406,14536,1124.5667,10037
406,25456,776.9596,10257
406,27742,3256.8528,13189
406,35536,2550.5578,13003
406,67456,495.5297,12447
406,77536,1523.6297,10582
406,101953,671.6435,11941
406,109456,2729.4337,9888
406,132456,404.3911,9036
407,1133,1912.6312,12868
407,14155,1846.5645,13280
407,35155,2045.9552,7351
407,43133,2581.0722,13513
407,52295,4846.4854,10147
407,64133,3240.4285,11838
407,77155,281.6807,14693
407,106133,4466.8778,11000
408,3241,2079.5690,14106
408,4291,4596.2266,9349
408,12828,946.6386,13610
408,25291,2601.8360,10567
408,36694,3077.9603,12095
408,46291,1024.9104,11667
408,67291,245.8678,12052
408,88291,4977.3015,7814
408,109291,3682.3862,10341
408,132291,3536.6264,13581
409,5079,4916.2914,10081
409,15100,1361.4807,13996
409,19714,1105.9526,13349
409,29487,3639.0715,13094
409,46629,956.6324,13450
409,52835,1602.0490,9106
409,78100,3622.0872,7912
409,88629,424.9709,9999
409,103714,4400.3169,9059
410,434,4103.7659,13991
410,8210,3681.0971,11573
410,10455,3820.0009,7894
410,17898,2200.7387,8205
410,21434,4876.1633,12874
410,35318,3416.5701,9635
410,42434,1774.3674,12407
410,77318,1043.2439,12217
410,105434,3041.8483,12719
410,126434,664.8597,10530
411,28103,1440.3629,7762
411,35609,4680.3270,14041
411,77609,4989.3358,11552
411,101751,2939.1523,13750
411,126051,4907.6588,12048
411,127051,3884.9952,14556
412,14433,577.0567,12200
412,17880,2264.1297,8834
412,47027,2209.3908,8055
412,68027,3361.2388,13509
412,77433,764.6529,13811
412,89027,2975.9989,7601
413,4731,3239.5308,13619
413,7550,3969.4191,8933
413,10629,3557.5215,8255
413,17629,604.5783,13807
413,52629,3326.1486,10412
413,77971,2237.6726,14306
413,105890,369.2802,14034
413,127890,4904.5355,9858
413,128890,703.0602,10847
414,1410,1319.5276,12568
414,4263,707.8947,12302
414,6618,1900.1888,8005
414,10429,3933.3539,11586
414,22410,3783.1572,14131
414,35257,2208.8153,8313
414,43410,288.5693,8326
414,106410,1713.5245,12736
415,2416,2718.1777,11693
415,3023,3678.8152,14222
415,10431,4316.0363,12916
415,14646,2439.9956,8454
415,18880,2091.5022,11979
415,23416,823.2954,11137
415,52431,4916.5028,11953
415,86416,2521.2570,9406
415,107416,3881.9384,8527
415,130416,523.7552,11549
416,6870,1518.7522,8948
416,15633,3989.4780,8409
416,42412,2446.8088,14425
416,63412,4974.8772,13324
416,78633,3485.0631,13896
416,105412,2127.7036,11098
416,126412,3547.7822,12695
417,6703,2503.3056,11450
417,17438,1186.3066,13175
417,27703,1348.0286,8457
417,42737,1106.1374,9269
417,52813,3703.9926,8119
417,63737,4850.4138,11831
417,128737,304.3420,10996
418,4781,452.2289,10305
418,6847,4522.4637,10659
418,35658,4222.5466,13018
418,44073,641.0964,13742
418,77658,2962.5840,10181
418,103578,1045.0606,10809
418,107073,1363.8045,13738
419,14020,1662.1240,12102
419,18658,2632.0806,7767
419,28370,3262.6531,7936
419,35020,2137.7101,13569
419,63339,1315.4110,8462
419,77020,4786.5482,10955
419,84339,1752.3290,12131
419,102658,1181.0478,8674
419,128339,2207.0677,11206
420,7413,928.3429,7370
420,10939,2662.1719,8718
420,14231,4850.6085,12252
420,24940,2073.3887,10019
420,27664,2338.4783,8254
420,77231,4396.8372,10179
420,101626,4373.1905,9418
421,3122,4483.3581,12072
421,84197,1647.7450,12542
421,105197,2801.7096,7987
422,341,4963.8539,13472
422,7059,4253.5501,9311
422,28059,3041.6472,7559
422,53917,4737.0921,13275
422,63341,1586.6195,11624
422,101470,3951.2626,11501
422,127341,3853.6323,12650
423,6282,2791.1372,13455
423,7302,4986.6888,8935
423,10914,3324.5056,13160
423,42608,930.6226,9039
423,77867,2833.8507,12368
423,128608,1239.0322,7922
424,432,2834.0643,7758
424,4988,3867.6825,12944
424,77662,3017.0970,8051
424,126432,1746.3651,8482
425,478,4370.9470,9464
425,6819,3565.4938,9048
425,15729,4443.8414,11376
425,17694,3275.1865,8765
425,36729,4878.2856,12933
425,105478,1310.9753,13279
425,126478,1993.4624,8943
425,128478,3954.2946,8668
426,916,2910.7191,7542
426,3031,3594.6022,12567
426,18210,1150.6532,10047
426,21916,1349.1987,9323
426,35301,855.9098,11285
426,63916,1198.3516,8664
426,77301,1842.8323,14028
426,84916,1969.8165,11640
426,102210,2931.5196,14037
426,128916,2792.8903,12628
428,835,2478.1827,11347
